tokens,type_token_ratio,avg_sentence_len,stopword_ratio,sections,layers,training_hours,flops_per_hour,energy_kwh
19.0,0.631578947368421,19.0,0.0,0.0,3,7.959709192349826,4.2966468461498584e+20,0.15340076642159234
20.0,0.6,20.0,0.0,0.0,50,7.886410139324379,5.185219051738578e+19,0.30465109257665546
14.0,0.6428571428571429,14.0,0.0,0.0,16,3.034161269192042,1.2552418009698065e+20,0.0890996182466018
35.0,0.34285714285714286,35.0,0.0,0.0,36,2.0065385833531337,4.816612952253627e+20,0.5217706047256289
24.0,0.5,24.0,0.0,0.0,57,4.6224993749351775,1.1788754958971273e+20,0.4597072708519608
32.0,0.40625,32.0,0.0,0.0,4,6.506909304593395,6.531521957102161e+19,0.025542512618490294
37.0,0.2972972972972973,37.0,0.0,0.0,21,3.781960993773004,4.7175453562555256e+20,0.5606678000227215
27.0,0.4074074074074074,27.0,0.0,0.0,36,9.544714249985137,3.3916868147090666e+20,1.7078747655160562
21.0,0.6190476190476191,21.0,0.0,0.0,16,7.941549453787871,1.6787081563626672e+19,0.032104896913776916
38.0,0.34210526315789475,38.0,0.0,0.0,38,2.1514029292737242,3.595228676422202e+20,0.4473026458040931
11.0,0.7272727272727273,11.0,0.0,0.0,39,2.5300565621370836,4.353459826765537e+20,0.6329256900113553
12.0,0.6666666666666666,12.0,0.0,0.0,13,8.085458270163798,2.969481839548807e+20,0.4546621990944213
33.0,0.3939393939393939,33.0,0.0,0.0,43,0.875858311499336,2.068259368488643e+20,0.11723726327518517
21.0,0.5714285714285714,21.0,0.0,0.0,39,2.1451807222173604,3.8745696047891114e+20,0.4817166352335272
8.0,0.875,8.0,0.0,0.0,19,3.8806237638999312,2.3408897048961932e+20,0.2606231795197555
6.0,1.0,6.0,0.0,0.0,40,5.163771689583972,1.5616369113486092e+20,0.49835127398389445
16.0,0.625,16.0,0.0,0.0,11,9.407191476020138,4.654242603502896e+20,0.7079767912810259
27.0,0.5185185185185185,27.0,0.0,0.0,35,6.119098130892064,4.352853090442227e+20,1.4076017169723853
37.0,0.35135135135135137,37.0,0.0,0.0,7,0.5094701823118837,3.585276123892601e+20,0.019409877303344304
11.0,0.8181818181818182,11.0,0.0,0.0,35,1.7768642969905901,7.528427843778904e+19,0.07068677592390857
34.0,0.35294117647058826,34.0,0.0,0.0,7,8.55996634235025,2.7801262738907244e+20,0.24923982620728477
26.0,0.46153846153846156,26.0,0.0,0.0,21,7.204965440899599,5.025283543718598e+19,0.11250209405931798
19.0,0.631578947368421,19.0,0.0,0.0,36,9.620055109585904,4.3647030018259825e+20,2.2600298351341377
11.0,0.8181818181818182,11.0,0.0,0.0,15,2.119829209775414,1.2248848654150832e+19,0.005880293126081338
30.0,0.43333333333333335,30.0,0.0,0.0,19,5.099697399547599,4.0009911337274533e+20,0.5808634345588535
28.0,0.5,28.0,0.0,0.0,5,9.919744634455876,4.1552855239671166e+20,0.31120625317158757
9.0,0.6666666666666666,9.0,0.0,0.0,28,3.181646387282213,1.4896185774327516e+20,0.19032009481126172
15.0,0.7333333333333333,15.0,0.0,0.0,25,4.0396535459123015,9.716211177853855e+19,0.14776037369994222
30.0,0.36666666666666664,30.0,0.0,0.0,28,3.20163721099827,4.0574214158753045e+20,0.535290727702866
16.0,0.625,16.0,0.0,0.0,31,5.496056460408162,2.953725564642549e+20,0.7397762014411302
30.0,0.43333333333333335,30.0,0.0,0.0,2,8.698852107939057,2.75754305469421e+20,0.0718824194447981
21.0,0.6190476190476191,21.0,0.0,0.0,6,2.0085015981873635,3.927859502174613e+20,0.07124431723084791
39.0,0.358974358974359,39.0,0.0,0.0,5,2.6112772790118717,4.254296130391126e+20,0.08532323247788932
25.0,0.52,25.0,0.0,0.0,58,9.513229323347398,3.522461471571852e+20,2.906622481507725
26.0,0.5384615384615384,26.0,0.0,0.0,52,7.778788678658917,1.3168388463879982e+20,0.8045175085716425
35.0,0.37142857142857144,35.0,0.0,0.0,25,2.366993502431857,1.4033694036235837e+20,0.12548565219275945
27.0,0.4444444444444444,27.0,0.0,0.0,44,7.575035351147209,2.6371176326513554e+20,1.301098159405735
18.0,0.5,18.0,0.0,0.0,6,3.358752634511276,1.761836286917753e+20,0.0509502972469607
12.0,0.75,12.0,0.0,0.0,4,1.441694837109864,4.6709090375238785e+20,0.040134791646287554
16.0,0.625,16.0,0.0,0.0,33,2.5386119948713795,4.4541427916860935e+20,0.5485190788186225
27.0,0.4074074074074074,27.0,0.0,0.0,13,6.149591814725794,2.972283367943549e+20,0.3482207932310549
30.0,0.4,30.0,0.0,0.0,19,6.822290971209807,3.721141636103013e+20,0.7162860504863117
30.0,0.4666666666666667,30.0,0.0,0.0,54,7.027071386901142,2.0557598244134358e+20,1.1792246160341024
26.0,0.46153846153846156,26.0,0.0,0.0,36,4.3490222854418805,3.077870599314969e+20,0.713006237835764
34.0,0.38235294117647056,34.0,0.0,0.0,16,8.932678788501319,3.233042405673857e+20,0.6967829280988973
21.0,0.47619047619047616,21.0,0.0,0.0,23,1.2845920883526367,1.4072713253281043e+20,0.06020496914508122
25.0,0.48,25.0,0.0,0.0,23,6.186451532793539,1.546181972983858e+20,0.325495527774634
18.0,0.5555555555555556,18.0,0.0,0.0,10,2.496822006014444,2.4905361135056005e+20,0.09061627643643354
37.0,0.35135135135135137,37.0,0.0,0.0,47,5.971431130801764,2.123645463415074e+20,0.9047772457449864
31.0,0.45161290322580644,31.0,0.0,0.0,41,5.023541458287497,2.0616977226332802e+20,0.6425389098035806
8.0,0.875,8.0,0.0,0.0,53,5.775707267828148,4.1967675701586035e+20,1.9398712555367326
30.0,0.4,30.0,0.0,0.0,11,3.4448615675832044,1.2153292715329515e+20,0.06838878235972413
24.0,0.5,24.0,0.0,0.0,28,7.1766478261494555,1.101726004761693e+20,0.32765362881681603
39.0,0.358974358974359,39.0,0.0,0.0,16,2.264366103321514,2.8576973107370394e+20,0.15903746448971948
5.0,0.8,5.0,0.0,0.0,39,9.723043117102272,2.33156186547282e+19,0.1288612457690128
24.0,0.5,24.0,0.0,0.0,40,8.459168173737783,8.443951736718236e+19,0.4228585421276027
23.0,0.5217391304347826,23.0,0.0,0.0,35,5.967973789779169,3.5496663669745425e+20,1.0982340781063193
25.0,0.44,25.0,0.0,0.0,6,9.955068687770192,3.888750050895125e+20,0.3399368673193726
23.0,0.5652173913043478,23.0,0.0,0.0,15,8.313525678013102,2.167449913757087e+20,0.40504895891434306
28.0,0.4642857142857143,28.0,0.0,0.0,57,5.39093450892957,2.0972409228238393e+20,0.9639086478090723
25.0,0.44,25.0,0.0,0.0,25,9.006331559391526,2.4326741770930356e+20,0.8016127414865494
17.0,0.5294117647058824,17.0,0.0,0.0,14,7.437464194131516,4.960045970778596e+20,0.7433259607762529
18.0,0.6666666666666666,18.0,0.0,0.0,12,0.924077445815181,3.919911551023052e+20,0.06527387940711234
11.0,0.7272727272727273,11.0,0.0,0.0,57,5.309922076783954,1.080263081047322e+20,0.4817435210764475
12.0,0.75,12.0,0.0,0.0,57,8.785335629779395,9.569317383917645e+19,0.7140036645528325
39.0,0.3333333333333333,39.0,0.0,0.0,11,7.248051593352839,4.893217971589469e+20,0.5952722284104467
30.0,0.43333333333333335,30.0,0.0,0.0,21,0.5899657255611244,9.808860976645811e+19,0.01820845499525684
22.0,0.5,22.0,0.0,0.0,29,3.3725007285780237,2.1339646077235472e+20,0.305755928800149
29.0,0.3793103448275862,29.0,0.0,0.0,44,1.5997170593500207,6.010808717401558e+19,0.06216083146739035
10.0,0.8,10.0,0.0,0.0,27,0.7755530016165676,2.3782248560139747e+19,0.007445079741437498
17.0,0.5294117647058824,17.0,0.0,0.0,51,5.637880221204097,1.6867449734626476e+19,0.06980332676742863
9.0,0.8888888888888888,9.0,0.0,0.0,35,2.9748232657189524,9.814523228736122e+19,0.15563747131584252
14.0,0.5714285714285714,14.0,0.0,0.0,10,6.210417267484869,1.5067836214475293e+20,0.13415010233678037
28.0,0.39285714285714285,28.0,0.0,0.0,46,2.0326797917849895,2.7856234679005787e+20,0.3821392240463442
30.0,0.4666666666666667,30.0,0.0,0.0,14,9.009468629242564,9.57973226945874e+19,0.18265712664246994
13.0,0.6153846153846154,13.0,0.0,0.0,37,6.718248784778037,2.1902021767471405e+20,0.7859683987236803
29.0,0.4827586206896552,29.0,0.0,0.0,27,7.096842129443313,3.65133677690231e+20,1.056893608946715
23.0,0.4782608695652174,23.0,0.0,0.0,39,8.461051978322402,2.4263759811768864e+20,1.1720067179249536
15.0,0.6,15.0,0.0,0.0,31,2.573827175582205,3.5480521276383236e+19,0.041119441639952875
13.0,0.5384615384615384,13.0,0.0,0.0,36,7.758537799624589,3.895573591037149e+20,1.5373065951079177
6.0,1.0,6.0,0.0,0.0,49,8.811007623419597,8.216238626722464e+19,0.5480537893720464
33.0,0.42424242424242425,33.0,0.0,0.0,25,3.9761424759364385,4.6717041894145006e+20,0.7045620530498347
24.0,0.4583333333333333,24.0,0.0,0.0,36,4.3330081491742884,4.431044346813064e+20,1.0114428965924545
17.0,0.6470588235294118,17.0,0.0,0.0,4,4.380403185122761,1.5058156016908108e+20,0.03921563240031184
12.0,0.75,12.0,0.0,0.0,57,5.897294161209035,4.015419806654922e+20,2.0111518935254393
7.0,0.8571428571428571,7.0,0.0,0.0,42,5.306765068692697,4.1139364976039625e+20,1.3711395730916358
39.0,0.358974358974359,39.0,0.0,0.0,8,5.5246178852828685,2.575134401732576e+20,0.17482708733613406
38.0,0.34210526315789475,38.0,0.0,0.0,29,5.184919900634983,4.835358416811642e+20,1.1064666196260342
31.0,0.3870967741935484,31.0,0.0,0.0,29,0.6687042417127651,3.289743562034232e+20,0.09488640719476017
5.0,1.0,5.0,0.0,0.0,20,7.666752747278883,2.274787582007487e+20,0.5362871937728275
13.0,0.6153846153846154,13.0,0.0,0.0,4,0.7790226704995523,1.556332476428174e+20,0.007001249263665951
19.0,0.5789473684210527,19.0,0.0,0.0,53,1.6653846622166684,4.2781685848376286e+20,0.5566331515999042
8.0,0.625,8.0,0.0,0.0,46,9.007795014462129,2.1912027274491914e+20,1.280200518558963
12.0,0.5833333333333334,12.0,0.0,0.0,6,4.249215970390385,3.986792549840059e+19,0.014467394157695372
6.0,0.8333333333333334,6.0,0.0,0.0,11,5.1083599573944545,4.1143462072263816e+20,0.3417805778907962
7.0,0.7142857142857143,7.0,0.0,0.0,38,8.70719996702433,6.603770605435808e+19,0.31425174080028007
37.0,0.35135135135135137,37.0,0.0,0.0,54,5.829954540753512,3.886056654945208e+19,0.1857169000879475
16.0,0.5,16.0,0.0,0.0,41,6.354537753713632,2.1294332614495827e+20,0.7878076592177623
31.0,0.41935483870967744,31.0,0.0,0.0,14,9.015784844540638,3.226254091387679e+20,0.6109299887816234
12.0,0.8333333333333334,12.0,0.0,0.0,49,5.041543668416362,2.7893839479186725e+20,1.0496943412558346
22.0,0.5,22.0,0.0,0.0,22,6.453781232751901,3.285813749101748e+20,0.6834669017795749
17.0,0.6470588235294118,17.0,0.0,0.0,52,1.6032370197271115,2.920747983012567e+20,0.36191660933080755
14.0,0.6428571428571429,14.0,0.0,0.0,27,8.303134534035273,1.887299306410629e+20,0.6186377622172964
24.0,0.5,24.0,0.0,0.0,20,2.6701483018089083,3.778679688636622e+20,0.29865320054930955
32.0,0.40625,32.0,0.0,0.0,47,8.91946882240118,4.299432974045707e+20,2.708086382161306
20.0,0.5,20.0,0.0,0.0,45,7.936266258180037,2.1392122868476664e+20,1.1077726285003622
19.0,0.5263157894736842,19.0,0.0,0.0,4,4.856577680680535,1.2681986494540943e+20,0.03579736807246242
12.0,0.8333333333333334,12.0,0.0,0.0,31,1.7291131908072295,3.970569470468708e+20,0.3242148194846811
8.0,0.75,8.0,0.0,0.0,47,3.921526331368229,4.816466518929515e+20,1.2960877170856624
19.0,0.47368421052631576,19.0,0.0,0.0,10,7.461420985988547,1.658833097673569e+20,0.17723899271758833
22.0,0.4090909090909091,22.0,0.0,0.0,18,8.775164734702205,2.1190274267757674e+20,0.47817411341558463
24.0,0.4583333333333333,24.0,0.0,0.0,51,7.577726120187293,3.2859618590168605e+19,0.185829588164251
22.0,0.5454545454545454,22.0,0.0,0.0,9,1.581533850062392,2.467098527784786e+20,0.05208370713615918
15.0,0.6666666666666666,15.0,0.0,0.0,19,1.8041087636991993,4.5385913683302004e+20,0.23012007733021914
28.0,0.39285714285714285,28.0,0.0,0.0,16,2.059011512335699,4.694464170700777e+19,0.02269014074870128
30.0,0.43333333333333335,30.0,0.0,0.0,43,8.771247891403068,3.466345712303141e+20,1.9588904839787937
25.0,0.48,25.0,0.0,0.0,15,2.112088589969348,1.9939528141966033e+20,0.09346160519179406
25.0,0.56,25.0,0.0,0.0,28,9.457071879267295,3.922575682523029e+20,1.5699803054408614
15.0,0.6,15.0,0.0,0.0,4,0.8241585354614251,1.1502299065037377e+20,0.0055077161300425845
13.0,0.7692307692307693,13.0,0.0,0.0,25,5.905829225421524,4.695901018760199e+20,1.0435945866867737
35.0,0.4,35.0,0.0,0.0,6,5.913742742374479,4.265262871480096e+19,0.02304182012471349
10.0,0.8,10.0,0.0,0.0,32,4.544379022683651,2.8762274289803047e+19,0.06253007376359844
31.0,0.41935483870967744,31.0,0.0,0.0,47,4.6172372425414325,2.655935785779456e+20,0.8646869796359569
16.0,0.5625,16.0,0.0,0.0,33,3.231265686267359,2.2441808601361084e+19,0.03457899045912694
18.0,0.6666666666666666,18.0,0.0,0.0,14,0.563301884562913,8.197137457902122e+19,0.009707446334202906
34.0,0.4117647058823529,34.0,0.0,0.0,47,4.167537484625979,4.5297238848618155e+20,1.348368651702581
5.0,1.0,5.0,0.0,0.0,49,5.1330368513109335,2.3174679987033824e+20,0.8961884293465584
5.0,0.8,5.0,0.0,0.0,35,9.737731494778362,3.4690261743380136e+20,1.723224972705076
20.0,0.55,20.0,0.0,0.0,37,4.770403372615728,2.9966322497014124e+20,0.7775129142753736
18.0,0.5,18.0,0.0,0.0,59,8.253408094251384,6.0321397302498025e+19,0.42151072112571963
31.0,0.41935483870967744,31.0,0.0,0.0,28,8.675560264109262,3.3056743196233164e+20,1.2046944987129948
33.0,0.42424242424242425,33.0,0.0,0.0,13,2.509199305952517,3.478957163665591e+20,0.1721747888215318
20.0,0.55,20.0,0.0,0.0,4,0.9644981451999616,6.94828483051776e+19,0.003940545404836981
24.0,0.4583333333333333,24.0,0.0,0.0,44,8.66261870956768,6.989674028701093e+19,0.3898540618939937
22.0,0.5909090909090909,22.0,0.0,0.0,42,4.849963024233073,1.0835323100265497e+20,0.3313717466992532
22.0,0.4090909090909091,22.0,0.0,0.0,43,2.9716552419265985,2.1413435276697485e+20,0.3909083290483752
17.0,0.5882352941176471,17.0,0.0,0.0,23,3.002172384938373,3.7863264706356884e+20,0.38244124626479303
30.0,0.4,30.0,0.0,0.0,49,3.7084956569898244,4.149388699616344e+20,1.119707090290013
27.0,0.48148148148148145,27.0,0.0,0.0,41,8.945968949885852,5.954472878239936e+19,0.32652967377002595
23.0,0.5652173913043478,23.0,0.0,0.0,39,1.2365929420193358,1.0173901465156208e+20,0.07352937014516137
38.0,0.3157894736842105,38.0,0.0,0.0,40,8.880027996677732,2.374395117107889e+20,1.2746253057471457
12.0,0.8333333333333334,12.0,0.0,0.0,19,6.305608237805491,2.5438126844319164e+20,0.4642593507808765
9.0,0.7777777777777778,9.0,0.0,0.0,25,7.65073726090142,2.6620054611983948e+20,0.7528460983701989
34.0,0.35294117647058826,34.0,0.0,0.0,25,1.4122289371394072,1.7027246473253706e+20,0.08994403320083899
38.0,0.34210526315789475,38.0,0.0,0.0,6,3.0206535772558705,3.0777631511707746e+20,0.08489008393269903
28.0,0.42857142857142855,28.0,0.0,0.0,13,9.427085198516604,3.5032686905574726e+20,0.6360261157471129
14.0,0.5714285714285714,14.0,0.0,0.0,19,6.468835594551791,3.549811592582991e+20,0.6254669334447926
8.0,1.0,8.0,0.0,0.0,26,3.8357426210472063,2.7450740127339187e+20,0.4270723580805036
18.0,0.5,18.0,0.0,0.0,22,1.7797000124635125,1.3066915613953216e+20,0.07341663445435552
24.0,0.4583333333333333,24.0,0.0,0.0,55,4.330784870146076,2.162190692803196e+20,0.7536445440914212
32.0,0.40625,32.0,0.0,0.0,12,6.613127830055525,2.378234652216017e+20,0.2835680828624481
38.0,0.34210526315789475,38.0,0.0,0.0,2,5.656183543049157,5.438517703047716e+19,0.00936275441019097
13.0,0.6153846153846154,13.0,0.0,0.0,5,6.098372611176087,8.024774870143785e+19,0.03532481452528799
16.0,0.6875,16.0,0.0,0.0,21,1.2103985506140555,1.2961873280140239e+20,0.049255717946672106
15.0,0.6,15.0,0.0,0.0,13,5.273551789387311,2.9768631206218996e+20,0.29642960447802685
8.0,0.875,8.0,0.0,0.0,40,8.407274313649449,4.518113589468424e+20,2.2942952277440587
36.0,0.3888888888888889,36.0,0.0,0.0,11,1.1889253939771653,3.291041580406889e+20,0.06566118034798689
29.0,0.41379310344827586,29.0,0.0,0.0,42,8.913675811579104,4.2288553127537607e+20,2.3478759740232693
36.0,0.3611111111111111,36.0,0.0,0.0,48,7.041407153420165,7.439705433977799e+19,0.38081126010512345
14.0,0.6428571428571429,14.0,0.0,0.0,9,2.3242297128378837,4.488181187759898e+20,0.13727193208600605
8.0,0.875,8.0,0.0,0.0,31,9.540999091517858,4.4905170424707246e+20,2.005528530450651
18.0,0.6111111111111112,18.0,0.0,0.0,24,8.213981893829077,1.6687653388896456e+20,0.4866972752819873
28.0,0.5,28.0,0.0,0.0,25,5.746544195091758,3.545251307492143e+20,0.7690786103756941
35.0,0.37142857142857144,35.0,0.0,0.0,33,8.55687379726791,2.493561983193798e+20,1.0639818723324217
30.0,0.43333333333333335,30.0,0.0,0.0,43,6.913060972562226,4.470725616578361e+20,1.991247762666471
36.0,0.3611111111111111,36.0,0.0,0.0,22,8.381028037749886,2.4349522084423428e+20,0.6799293091643053
20.0,0.5,20.0,0.0,0.0,11,4.851636075792218,2.528917218860526e+20,0.19569670688686783
39.0,0.3333333333333333,39.0,0.0,0.0,12,6.2205046973885745,3.805410634030782e+20,0.4334265332052456
10.0,0.7,10.0,0.0,0.0,18,9.117027689077716,4.305495707992289e+20,1.0280445446903894
11.0,0.7272727272727273,11.0,0.0,0.0,21,9.337483157728682,4.8322860877882085e+20,1.3961275893315155
30.0,0.4,30.0,0.0,0.0,49,4.317737133061917,1.5928865740859336e+20,0.5004533308123468
27.0,0.4444444444444444,27.0,0.0,0.0,36,2.747997472217066,2.857649238835855e+20,0.41847639863120256
14.0,0.6428571428571429,14.0,0.0,0.0,50,4.980952546060759,3.902665277748012e+20,1.4211290592560708
23.0,0.4782608695652174,23.0,0.0,0.0,45,8.118277346543,4.10624544780459e+20,2.1958584249929247
20.0,0.55,20.0,0.0,0.0,54,2.8343425814885888,2.0745731511084227e+20,0.46675845001519334
16.0,0.5625,16.0,0.0,0.0,54,4.353334049301935,3.1803063066356875e+20,1.0803203351591284
7.0,0.5714285714285714,7.0,0.0,0.0,18,1.4046544126299954,2.648249933735279e+19,0.009247345919123155
26.0,0.4230769230769231,26.0,0.0,0.0,59,6.221391412361368,6.558155023432738e+19,0.3524769682169522
29.0,0.4827586206896552,29.0,0.0,0.0,16,7.953211810491273,4.7363908228597966e+20,0.9104592951691952
5.0,1.0,5.0,0.0,0.0,25,7.322239690191968,3.552536268244086e+20,0.9998563168420459
29.0,0.4827586206896552,29.0,0.0,0.0,39,1.8673970105699162,1.6370442439728552e+20,0.1800993540316438
19.0,0.5789473684210527,19.0,0.0,0.0,5,1.6080472423811691,1.6299176009912445e+20,0.019317690390549185
16.0,0.6875,16.0,0.0,0.0,17,9.310265832583495,1.3045356889441001e+20,0.3086797645356979
26.0,0.4230769230769231,26.0,0.0,0.0,49,3.001723632111295,1.253124407642517e+20,0.2698798761927835
38.0,0.34210526315789475,38.0,0.0,0.0,36,7.119433169510177,4.4760315861270436e+20,1.7458649921582934
18.0,0.5555555555555556,18.0,0.0,0.0,6,4.293041884079809,4.743571190177378e+20,0.1780522984140287
7.0,0.7142857142857143,7.0,0.0,0.0,38,3.19794183159681,2.7224863505660497e+20,0.47582084717889384
10.0,0.7,10.0,0.0,0.0,35,2.410371792802052,4.4381903583282086e+19,0.05447798047270076
33.0,0.3939393939393939,33.0,0.0,0.0,13,4.77417418435535,4.614450363465804e+20,0.43104235984089
23.0,0.5217391304347826,23.0,0.0,0.0,19,5.9290135767623955,2.3830772940217454e+20,0.3976368301592357
12.0,0.75,12.0,0.0,0.0,26,0.5118219544875413,1.893489710018027e+20,0.03754408086606779
11.0,0.9090909090909091,11.0,0.0,0.0,34,4.169808832896424,1.516578820337687e+20,0.33243584308340324
14.0,0.6428571428571429,14.0,0.0,0.0,16,2.934515589772968,4.9974820104301036e+19,0.03430816184604273
36.0,0.3611111111111111,36.0,0.0,0.0,31,0.9263035781412824,4.5920673226839726e+20,0.1996993394556019
32.0,0.40625,32.0,0.0,0.0,26,8.019306589784353,2.371781714685658e+20,0.7430180475379574
13.0,0.6153846153846154,13.0,0.0,0.0,39,5.713005067069591,1.2264090578694713e+19,0.03944824056183439
24.0,0.5,24.0,0.0,0.0,33,6.052917381204112,2.7122295158386878e+20,0.8018014535449879
34.0,0.35294117647058826,34.0,0.0,0.0,26,6.311996962134464,4.070995481175571e+20,0.9995938375401623
16.0,0.625,16.0,0.0,0.0,33,8.177609514086322,4.1051034136467866e+20,1.628477436817008
16.0,0.625,16.0,0.0,0.0,13,0.8143120754839888,9.693139017846709e+19,0.015083981929664765
35.0,0.4,35.0,0.0,0.0,7,3.571612501225355,3.68071776568029e+20,0.14010453501625106
22.0,0.5,22.0,0.0,0.0,38,1.486397928421477,1.1228292255892331e+20,0.09291161751215525
29.0,0.4482758620689655,29.0,0.0,0.0,50,8.545620958582235,3.36983978801432e+20,2.1552103293940386
31.0,0.3870967741935484,31.0,0.0,0.0,4,5.193428945654868,2.849587030000366e+19,0.008804526237599683
35.0,0.34285714285714286,35.0,0.0,0.0,5,6.765225231729513,8.801278341731911e+19,0.04464634011916425
13.0,0.6923076923076923,13.0,0.0,0.0,49,1.3607005684839106,2.410719346247e+20,0.23698858015813995
39.0,0.358974358974359,39.0,0.0,0.0,11,5.601572687485349,5.754062489336233e+19,0.054462029924566856
10.0,0.8,10.0,0.0,0.0,56,5.226029594364367,3.365209766622047e+20,1.4723573378224581
16.0,0.75,16.0,0.0,0.0,49,9.72900143070054,4.566416068992444e+20,3.3088982675265375
32.0,0.34375,32.0,0.0,0.0,51,8.044556610542232,1.4932320993621348e+20,0.9051636292298028
5.0,0.8,5.0,0.0,0.0,54,5.818607894097926,3.147215659680593e+20,1.4412785345706978
29.0,0.4482758620689655,29.0,0.0,0.0,55,1.8511521249619358,2.662969273709873e+20,0.4058240034271721
20.0,0.4,20.0,0.0,0.0,16,7.8904773797821015,4.8802614231942804e+20,0.868731283802626
14.0,0.7142857142857143,14.0,0.0,0.0,55,7.630494755236236,4.034119140321908e+20,2.523820834638022
29.0,0.4482758620689655,29.0,0.0,0.0,8,1.494050269692274,3.3588333144011964e+20,0.06009113753057512
24.0,0.4583333333333333,24.0,0.0,0.0,57,9.891846491866266,2.549207712136577e+20,2.103297535499318
22.0,0.5,22.0,0.0,0.0,2,6.915183045903866,6.9954071876512825e+19,0.014173734706689376
8.0,0.75,8.0,0.0,0.0,59,5.862659921073202,3.091938168266081e+20,1.561458227544438
27.0,0.5185185185185185,27.0,0.0,0.0,51,5.7092962008822585,3.387877455870018e+20,1.4894665682318935
26.0,0.5,26.0,0.0,0.0,2,7.689675200848093,2.611262362514906e+20,0.06003848070149724
21.0,0.5238095238095238,21.0,0.0,0.0,7,5.092590947212395,2.319198045181194e+20,0.12128632370616384
9.0,0.7777777777777778,9.0,0.0,0.0,3,6.794111941967877,1.1594672117733987e+20,0.034943499007320224
15.0,0.6,15.0,0.0,0.0,52,4.481642315469747,1.1043336575544515e+20,0.37381522483556257
11.0,0.6363636363636364,11.0,0.0,0.0,24,7.861076447531117,2.1669369363089234e+20,0.5875029330699101
23.0,0.5652173913043478,23.0,0.0,0.0,42,5.471267384218534,1.1825971050647711e+20,0.4072452145514988
29.0,0.4482758620689655,29.0,0.0,0.0,20,7.6822095340893854,2.3858292946586288e+20,0.5486839885197725
17.0,0.5882352941176471,17.0,0.0,0.0,11,8.856668134726856,3.313211162913601e+20,0.47216672521810243
35.0,0.4,35.0,0.0,0.0,8,3.2612749700171375,3.854650884747218e+20,0.15311571114371067
37.0,0.35135135135135137,37.0,0.0,0.0,19,1.1142650093460869,3.027127780451431e+20,0.09728731494651824
23.0,0.5217391304347826,23.0,0.0,0.0,36,6.2170353931551565,3.9786325730521186e+20,1.3189614519140669
19.0,0.5263157894736842,19.0,0.0,0.0,16,6.03204167601942,4.573136023291306e+20,0.6413157638592408
31.0,0.45161290322580644,31.0,0.0,0.0,25,5.333629775128451,9.558197674161956e+19,0.1928499260343511
12.0,0.5,12.0,0.0,0.0,59,3.00637992392329,2.208367545806163e+20,0.544480123975686
10.0,0.9,10.0,0.0,0.0,51,4.272386876770993,1.6326581554446955e+20,0.546065061624963
35.0,0.37142857142857144,35.0,0.0,0.0,4,1.215058877317063,4.827467219946586e+20,0.03545370620891526
23.0,0.5652173913043478,23.0,0.0,0.0,15,8.780268252479532,1.4565871688596154e+20,0.28748651071593606
22.0,0.5,22.0,0.0,0.0,22,9.34504641869019,2.2962624514146848e+20,0.6916132305504298
5.0,0.8,5.0,0.0,0.0,34,1.0625413984019567,1.1806403471719457e+20,0.06216571901044778
6.0,0.8333333333333334,6.0,0.0,0.0,21,2.8219112705291853,1.523471552149188e+20,0.13346560741300226
25.0,0.52,25.0,0.0,0.0,7,8.489578849075595,3.007018622550711e+20,0.26724323568277225
39.0,0.358974358974359,39.0,0.0,0.0,6,4.558015449940731,7.844619077162838e+19,0.03295455810574407
16.0,0.625,16.0,0.0,0.0,20,8.498853167339728,3.862480074995639e+20,0.9651035399634004
9.0,0.8888888888888888,9.0,0.0,0.0,4,6.860625673290291,3.389167603577926e+20,0.1416551952471336
26.0,0.5,26.0,0.0,0.0,9,5.389457624908739,1.0659411285622091e+20,0.07729688332651473
15.0,0.6,15.0,0.0,0.0,5,8.01964310615925,8.008901096197433e+19,0.046645968797002516
35.0,0.4,35.0,0.0,0.0,5,1.632874358380325,4.821794028979552e+20,0.05993613441586312
35.0,0.37142857142857144,35.0,0.0,0.0,3,5.763641998433266,4.3928412327378715e+20,0.11477538366534222
28.0,0.42857142857142855,28.0,0.0,0.0,16,1.7986846437458228,5.718871261682731e+19,0.024381815810084806
26.0,0.34615384615384615,26.0,0.0,0.0,17,5.6167543777199995,2.1565191038001925e+20,0.2951710147881083
32.0,0.375,32.0,0.0,0.0,57,5.394176282421885,4.473880540211729e+20,2.04960722251288
34.0,0.38235294117647056,34.0,0.0,0.0,38,3.652091841078437,6.149878932520712e+19,0.12869932043250884
32.0,0.40625,32.0,0.0,0.0,49,1.576532236496291,2.936502540163589e+20,0.3408346950457513
18.0,0.6111111111111112,18.0,0.0,0.0,26,8.57008995131876,1.1859666895977051e+20,0.3909577986872529
8.0,0.75,8.0,0.0,0.0,55,1.5327862993594878,4.6791585555101784e+20,0.5759236551512636
36.0,0.2777777777777778,36.0,0.0,0.0,14,5.291762867950121,4.701795022335458e+20,0.5159168853653529
15.0,0.7333333333333333,15.0,0.0,0.0,32,8.578370997263319,2.79475021468446e+20,1.1552466230545064
15.0,0.6,15.0,0.0,0.0,14,0.8307606925774639,3.7107017397452675e+20,0.0626868091695154
29.0,0.3793103448275862,29.0,0.0,0.0,45,1.1401040870689143,9.018593669156744e+19,0.06798042750937838
16.0,0.625,16.0,0.0,0.0,43,7.733301991863305,3.324031534424963e+20,1.6248598055637542
